,SLIDE_TYPE,M_WIDTH,S_LENGTH,SLOPE,HEADELEV,TAILELEV,ELE_DIFF,curv_plan,curv_prof,aspect,curv,history,COVER_A,COVER_B,COVER_C,COVER_D,GULLY_N,GULLY_Y
1737,1.0,10.7,5.7,26.318450481,190.1621278749,260.9140023247,2.0,0.3051208682,-0.1303739702762269,145.588662,0.0743453,55.0,1.0,0.0,0.0,0.0,1.0,0.0
1738,0.0,6.7,20.2,54.1858845166,520.8073841848,140.2842449648,2.0,-0.165936619,-0.08690974084353176,256.337324,-0.2122785,59.0,0.0,0.0,0.0,1.0,1.0,0.0
1739,0.0,14.9,9.0,47.5474459172,160.0478527455,155.1449632097,3.8638029998,0.2441222461,-0.0037343897247685276,183.021444,0.1075332,59.0,0.0,0.0,1.0,0.0,0.0,1.0
1740,1.0,9.2,14.3,50.5019576774,292.060929724,380.3813943492,25.2684110977,0.0493056079,-0.4501327380835829,261.114626,0.1618626,15.0,1.0,0.0,0.0,0.0,1.0,0.0
1741,0.0,20.3,9.1,21.1941969739,104.6162367422,128.3409541279,2.0,0.0055793605,0.17574696706456946,135.844571,0.0601441,59.0,0.0,0.0,0.0,1.0,1.0,0.0
1742,0.0,3.1,8.2,25.586035797,588.0748302767,534.2550548324,2.0,0.1066016188,0.28050501298821306,248.022028,-0.3066697,59.0,0.0,0.0,1.0,0.0,1.0,0.0
1743,0.0,8.1,12.5,52.055245029,282.6105572617,379.5817159183,21.4280687681,0.0479186459,0.12392490589040535,116.293182,0.0711212,59.0,0.0,0.0,1.0,0.0,1.0,0.0
1744,0.0,10.8,5.1,33.2179184179,314.1361784188,283.1057581727,29.2525477902,-0.0142324725,0.1806590575126998,307.595964,-0.4291509,59.0,0.0,0.0,0.0,0.0,0.0,0.0
1745,0.0,6.3,9.1,44.5134149966,209.9192876565,192.9842412838,2.0,-0.0199854211,-0.023087037947141655,260.642796,0.3378126,59.0,0.0,0.0,0.0,0.0,0.0,1.0
1746,0.0,9.3,9.8,36.4968405229,202.5900843899,399.8525552166,2.0,-0.034783285,-0.011578140536894578,265.193268,-0.0562374,59.0,0.0,0.0,0.0,1.0,1.0,0.0
1747,2.0,8.7,3.7,23.6522170634,196.1584086378,260.7991326306,16.5133358578,0.3865466103,-0.15127778461184038,213.404183,-0.0928341,13.0,1.0,0.0,0.0,0.0,1.0,0.0
1748,0.0,16.2,7.9,36.1019090923,287.8320690994,223.4897261747,25.4953950344,0.0062605888,0.1933453049991549,253.072242,0.4491628,59.0,0.0,0.0,1.0,0.0,0.0,1.0
1749,0.0,8.5,15.0,27.6452617237,155.6851433339,286.982094099,18.157468819,-0.4605392265,0.21250173818480383,197.596877,-1.1398125,59.0,0.0,0.0,1.0,0.0,1.0,0.0
1750,0.0,8.0,9.2,26.4512418871,228.7781590409,50.6836666218,5.0759083437,0.0278004004,0.3622307734371457,100.91339,-0.113711,59.0,0.0,0.0,1.0,0.0,0.0,1.0
1751,0.0,13.7,12.0,32.9967279094,487.2694756513,148.2707033903,2.0,0.2226711792,-0.33878679453562904,-9999.0,1.1670398,59.0,0.0,0.0,0.0,1.0,1.0,0.0
1752,0.0,17.5,14.2,33.2400773523,208.9653164749,350.7335787179,11.1415600702,0.3437216501,0.09141401776532179,153.192331,-0.0320419,59.0,0.0,0.0,1.0,0.0,1.0,0.0
1753,2.0,11.1,9.9,40.4997187959,244.9048576053,182.0662343763,42.8483156423,0.5759879239,0.07242366817233702,-9756.88589,-0.0358353,61.0,1.0,0.0,0.0,0.0,1.0,0.0
1754,0.0,13.0,13.3,30.5885638486,147.2268145372,9540.6318895762,4.9320327176,-0.1477182487,-0.15415211292819817,127.769564,0.0333272,59.0,0.0,0.0,1.0,0.0,1.0,0.0
1755,1.0,6.5,8.1,36.8457852302,150.0129409877,85.0529434314,30.9736027049,-0.3280604234,-0.27742455894221746,161.351595,0.4314939,53.0,1.0,0.0,0.0,1.0,1.0,0.0
1756,0.0,7.2,12.0,33.403956147,520.925975012,457.8435096084,2.0,-0.0934482574,0.08383152557412696,277.80626,-0.1853072,59.0,0.0,1.0,1.0,0.0,1.0,0.0
1757,0.0,9.1,9.0,27.5385994702,226.5964545163,116.0984113763,30.2705871504,0.4114016272,-0.07749657386839305,213.8365,0.8284845,59.0,1.0,0.0,1.0,0.0,0.0,1.0
1758,0.0,11.9,13.3,19.6502802405,418.0822207971,264.1180562726,2.5033059491,-0.0464179777,-0.2788545877157962,204.517102,0.1358008,59.0,0.0,0.0,1.0,0.0,0.0,1.0
1759,0.0,12.2,9.3,41.3850368677,428.0025145002,324.2393721039,24.3461841886,0.205915199,-0.1165235694519176,225.141297,0.130334,59.0,0.0,0.0,0.0,1.0,1.0,0.0
1760,0.0,14.5,17.2,27.3731434757,237.5896656969,282.0224498506,20.0197567138,0.1657587687,0.125003370531128,136.57433,0.4533018,59.0,0.0,0.0,1.0,0.0,0.0,1.0
1761,2.0,7.9,5.7,47.4449401535,72.6887772552,123.4559788974,29.003221265,0.3168689936,-0.153351170317432,271.720202,0.0006138,77.0,1.0,0.0,0.0,0.0,1.0,0.0
1762,0.0,31.9,12.4,45.4753602021,127.4497291382,74.9240484672,18.0818056478,-0.0559966423,0.10762892863105891,313.139268,-0.0083896,59.0,0.0,0.0,1.0,1.0,1.0,0.0
1763,2.0,11.3,8.9,33.015226585,344.3486542768,223.2774082244,31.2964978833,0.0390252595,0.10758658980253066,242.347038,-0.1724666,17.0,0.0,1.0,0.0,0.0,1.0,0.0
1764,0.0,16.9,10.8,55.7487335722,307.3331537794,242.6032094581,14.1552602357,0.0538909829,-0.27212249694835644,205.249,-0.3242829,59.0,0.0,0.0,1.0,0.0,0.0,1.0
1765,0.0,9.2,6.2,20.5918362786,8.0,0.0,12.7684717647,0.0084378134,0.04901966368184165,354.20028,-0.0584904,59.0,0.0,0.0,0.0,1.0,1.0,0.0
1766,0.0,10.3,16.5,33.2920516207,478.9859967909,179.8729600792,9.7148876209,-0.4478089303,0.13325661051611962,289.963007,-0.2201831,59.0,0.0,0.0,1.0,0.0,0.0,1.0
1767,0.0,15.9,11.4,4.1,558.829164805,407.8818701,2.0,-0.0283755322,0.10855474153522482,217.410991,0.1246669,59.0,0.0,0.0,0.0,1.0,1.0,0.0
1768,0.0,34.0,12.6,34.5890075348,496.9878175735,420.0269240699,31.7918940338,0.4491755399,-0.18154548229298917,195.939782,1.1273763,59.0,0.0,0.0,0.0,1.0,1.0,0.0
1769,0.0,9.2,11.2,4.1,336.9082800428,298.7219006004,6.6550168356,0.1659912575,0.027078370437902982,94.562485,-0.2147986,53.0,0.0,0.0,1.0,0.0,0.0,1.0
1770,0.0,7.0,8.3,44.5916765448,218.6532937911,120.6861566153,9999.0,0.6577224527,0.2015459022542379,233.118826,0.4954099,59.0,0.0,0.0,1.0,0.0,1.0,0.0
1771,0.0,8.8,7.3,41.3274937029,461.8886571283,439.2709833419,20.5542253065,0.2460763955,-0.0646126575270694,255.326986,0.1078541,59.0,0.0,0.0,0.0,1.0,1.0,0.0
1772,0.0,9.2,9.4,4.8568752951,58.0290334131,53.6969232191,2.0,0.1048442223,0.1861251633633965,144.739653,-0.2540396,59.0,0.0,0.0,1.0,0.0,1.0,0.0
1773,0.0,13.9,8.2,21.9574772239,144.5783747233,165.9647114176,32.2951950182,0.1615757313,0.057097634763672085,221.363861,-0.1192968,59.0,0.0,0.0,1.0,0.0,0.0,1.0
1774,0.0,10.2,3.5,45.8713695464,121.3168410971,56.244168001,2.0,0.4700125065,0.07780472958324479,218.861445,-0.3117878,40.0,0.0,0.0,1.0,0.0,0.0,1.0
1775,0.0,8.3,8.0,27.7962914693,477.3406050184,168.1080038074,38.1308331162,0.0234259387,0.010317404274660928,107.12331,-0.648001,59.0,0.0,1.0,1.0,0.0,1.0,0.0
1776,2.0,11.5,18.8,41.0199556738,441.9557200026,525.2735721992,28.5114469019,-0.077665116,0.1407806354162207,162.498725,-0.0499538,57.0,0.0,0.0,0.0,0.0,1.0,0.0
1777,0.0,14.6,7.4,60.0614324443,265.6344902877,200.3355261406,2.0,-0.0177941251,0.09839774214343894,178.079573,-0.2945728,59.0,0.0,0.0,0.0,1.0,1.0,0.0
1778,0.0,14.9,4.9,27.159998945,9999.0,357.8856646048,15.7640186268,0.544687519,-0.07405072513192956,230.627509,0.4486304,59.0,0.0,0.0,1.0,0.0,1.0,0.0
1779,0.0,14.9,17.1,52.5909108014,311.0794412361,485.0676556022,50.039522021,0.2072198085,-0.23780287819191043,222.422659,0.9449875,59.0,0.0,0.0,0.0,1.0,1.0,0.0
1780,0.0,11.1,6.7,41.8569754747,210.2803092373,80.1019128864,20.6403459308,0.036762606,-0.08044347950905636,121.46029,1.0981025,59.0,0.0,0.0,1.0,0.0,0.0,0.0
1781,0.0,8.8,5.4,7.9338064935,68.7437960861,106.8012852581,4.8551031955,-0.2539279799,0.0691153455638211,172.79571,-0.5111239,59.0,0.0,0.0,1.0,0.0,0.0,1.0
1782,2.0,9.0,6.0,29.0551620271,447.994075568,442.9943471425,18.0476010282,0.0923570469,-0.07817502521697628,234.99339,0.2442972,77.0,1.0,0.0,0.0,0.0,1.0,0.0
1783,1.0,15.7,14.6,38.3115583629,355.1379726048,427.8167807831,29.2197780231,0.2004200006,0.11905833764004463,340.732345,0.1257633,59.0,1.0,0.0,0.0,0.0,1.0,0.0
1784,0.0,6.5,9.2,7.3101878562,238.7705038751,215.2216177751,7.7211864926,-0.1893053996,0.3019216150895397,215.480004,0.1429271,59.0,0.0,0.0,1.0,0.0,0.0,1.0
1785,1.0,9.4,6.6,16.2822347765,261.2304481658,159.4653604153,28.5962314644,0.3475189001,-0.27826621499734167,228.250007,1.2104741,30.0,1.0,0.0,0.0,0.0,1.0,0.0
1786,1.0,8.7,6.8,31.5670461362,495.1185124241,201.9507822278,2.7362300634,0.0019226584,0.09534079026701518,106.854498,-0.1078436,14.0,0.0,0.0,0.0,0.0,0.0,0.0
1787,2.0,7.8,7.5,26.7157678013,236.433648437,202.5093687221,15.4262208208,-0.0454628942,0.12069167029580324,351.0721,-0.2149868,30.0,1.0,0.0,0.0,0.0,1.0,0.0
1788,0.0,7.8,16.5,11.4084364435,181.6295740995,148.2041313136,8.8780527064,-0.015038985,-0.5411195778968672,178.22653,-0.2415339,59.0,0.0,0.0,0.0,0.0,0.0,1.0
1789,0.0,9.7,13.1,36.0301435407,9999.0,334.1907007424,37.3544990717,-0.0031268896,0.17595292413272545,229.634466,-0.0983923,59.0,0.0,1.0,0.0,0.0,1.0,0.0
1790,0.0,16.4,12.3,28.968965968,125.855933366,40.1883566649,11.1365649752,0.1007733108,0.17044578569792046,152.528467,-0.426211,59.0,0.0,0.0,1.0,0.0,0.0,1.0
1791,0.0,10.7,8.6,54.9618238406,615.3444534828,560.5080749206,45.6051412198,-0.317067071,0.1594842485353457,103.56774,-0.0981028,59.0,0.0,1.0,0.0,0.0,1.0,0.0
1792,0.0,14.1,17.0,26.5822261236,538.1972616158,311.3531056444,9999.0,-0.1207688473,-0.19412831406602415,261.529026,0.6437323,59.0,0.0,0.0,0.0,0.0,1.0,0.0
1793,1.0,5.3,5.0,27.7536422695,263.7016635996,319.5973440843,47.9289265773,0.0503247639,-0.4463035444643565,235.655951,1.7816575,51.0,1.0,0.0,0.0,0.0,1.0,0.0
1794,0.0,16.5,8.3,55.8341889881,9811.5442666452,440.4103550004,8.8763410015,-0.1128332299,0.05989725629150394,206.278098,0.0615554,59.0,0.0,0.0,1.0,0.0,1.0,0.0
1795,1.0,6.9,2.1,23.3584053752,348.2146891706,194.4983779193,48.4452471945,0.2874139929,0.1283749863475636,169.554332,0.6730862,21.0,1.0,0.0,0.0,0.0,1.0,0.0
1796,0.0,15.0,13.2,16.4831001831,185.7926850831,275.455062501,38.9292484325,-0.3141500157,0.19300507364721542,176.50678,-0.1871484,59.0,0.0,0.0,1.0,0.0,1.0,0.0
1797,1.0,7.8,13.0,28.1502159839,160.791055077,258.1033694226,32.1436774684,0.4785959192,-0.3368062833914534,249.249391,-0.0103095,51.0,1.0,0.0,0.0,0.0,1.0,0.0
1798,1.0,18.2,13.5,23.4883334545,163.0048438519,279.1045104113,26.5150246031,0.9478296989,0.09670231493953735,259.779333,-0.0133473,12.0,1.0,1.0,0.0,0.0,1.0,1.0
1799,1.0,9.6,6.6,27.2378746181,550.5455516502,552.9596487463,34.8714586369,0.3987093829,0.05653901232907705,264.263703,0.1407176,41.0,0.0,1.0,0.0,0.0,1.0,0.0
1800,0.0,18.9,18.4,24.46147052,585.3648248508,463.097773766,22.8875025196,0.4522547606,-0.22457428877630076,128.989662,0.0209618,59.0,0.0,0.0,0.0,1.0,1.0,0.0
1801,0.0,14.1,5.5,8.232697513,70.025405117,180.7572552589,2.0,-0.0249679711,0.2495359064279384,85.7709,-0.2813648,59.0,0.0,0.0,1.0,0.0,0.0,1.0
1802,0.0,5.2,8.7,28.7314705691,522.0455239906,496.9703153645,27.2753338714,0.124068278,0.003509084493279545,211.7567,0.2035821,59.0,0.0,1.0,0.0,1.0,1.0,0.0
1803,1.0,11.5,4.3,10.6134507381,397.4951584775,191.256645454,41.8341227383,0.0614384628,-0.1497127401469098,-9768.905091,0.3033879,50.0,1.0,0.0,0.0,0.0,1.0,0.0
1804,1.0,9.4,4.2,39.1127184405,267.3095275882,252.6428952484,24.7938565573,0.2053163433,0.2250521844973491,-9242.209631,0.2965796,21.0,1.0,0.0,0.0,0.0,1.0,0.0
1805,2.0,11.4,7.2,17.8910422259,8.0,131.2561743789,23.4344378369,0.1718513704,0.04931876443352187,186.163593,-0.0027039,56.0,1.0,0.0,0.0,0.0,1.0,0.0
1806,0.0,13.4,7.9,36.5328490229,424.7707398743,429.4331774696,2.0,0.324763,-0.007841884962446755,183.073773,0.5158647,59.0,0.0,0.0,0.0,1.0,1.0,0.0
1807,0.0,12.6,6.9,19.8062256352,457.280410606,197.8609966757,10.8085893307,-0.136629189,0.042191710864991336,358.935364,0.9194544,59.0,0.0,0.0,0.0,1.0,1.0,0.0
1808,0.0,5.8,10.3,29.7004326287,437.5259506161,223.1517956986,2.0,0.0377346174,0.08824794610900333,162.433369,0.3645674,59.0,0.0,0.0,1.0,0.0,0.0,1.0
1809,1.0,5.2,6.4,44.0384704891,88.2258938647,185.8156631734,21.9910750701,-0.0358973057,0.1495471280106161,359.774,0.0446311,16.0,1.0,0.0,0.0,0.0,1.0,0.0
1810,0.0,24.1,13.8,62.706540495,213.9850935507,91.7743751871,2.0,-0.318685101,0.5669765118232026,276.484023,-0.3340545,59.0,0.0,0.0,1.0,0.0,0.0,1.0
1811,0.0,14.6,10.7,40.018751748,271.7546047211,375.3886221521,18.1404139127,0.0383418655,-0.039015457669224374,139.329115,-0.3343482,59.0,0.0,0.0,1.0,0.0,1.0,0.0
1812,1.0,8.2,4.8,49.2423309228,214.5580498038,144.6228554917,16.1402499234,0.3729765724,0.11088678280171174,209.909703,-0.2862931,15.0,0.0,1.0,0.0,0.0,1.0,0.0
1813,2.0,9.0,7.0,28.0712152738,470.3752874656,267.9020071144,44.2231480718,0.4403206701,-0.40115679406548066,248.480351,0.5999868,20.0,1.0,0.0,0.0,0.0,1.0,0.0
1814,0.0,25.9,15.2,15.0978766308,216.1522044456,93.3953200259,51.5636842687,0.1536585295,0.023698732690242745,158.607161,0.3964805,59.0,0.0,0.0,1.0,0.0,1.0,0.0
1815,1.0,6.8,8.5,25.0222752049,205.3806248251,350.7185765573,41.0318864602,-0.093504465,-0.29460778569923585,136.371276,-0.046209,15.0,1.0,0.0,0.0,0.0,1.0,0.0
1816,0.0,6.5,2.5,20.7656237687,310.9147391198,381.7838880994,2.0,0.0420159218,-0.4800238204478146,199.569926,-0.4117439,16.0,0.0,0.0,1.0,0.0,0.0,1.0
1817,0.0,8.5,6.3,31.6180579387,67.0287317406,167.0117139175,31.9309799137,0.138585485,-0.09002684907552275,202.90471,-0.1978619,59.0,0.0,0.0,1.0,0.0,1.0,0.0
1818,2.0,7.5,10.5,4.581053831,108.7812859593,21.290125959,7.9100026373,0.1196969061,0.37789197773000854,248.285579,-0.3504485,15.0,1.0,0.0,0.0,0.0,1.0,0.0
1819,0.0,10.9,4.4,21.817591937,103.1024143604,125.3195836357,21.4662927273,0.0705309086,-0.20714369902609864,135.196495,1.5394952,59.0,0.0,0.0,0.0,0.0,1.0,0.0
1820,0.0,11.4,12.8,50.4066931826,556.3759659086,253.4294568609,19.2128621446,0.3998638867,0.10695736963739821,256.263496,-0.0688709,59.0,0.0,0.0,0.0,1.0,1.0,0.0
1821,0.0,11.0,15.7,9.7622087355,291.9089801905,187.3430784148,2.0,-0.0141820389,-0.12304843001104927,195.155546,-0.02733,59.0,0.0,0.0,1.0,0.0,0.0,1.0
1822,0.0,9.9,11.0,37.8587066874,204.9520057275,36.5646743151,8.9959058972,-0.4143224607,0.28407085041067875,249.727543,0.0820439,59.0,0.0,0.0,0.0,1.0,1.0,0.0
1823,0.0,10.4,11.9,30.7761717414,9999.0,248.9917825046,33.1492214229,0.2423110759,0.029271944618800477,141.209927,0.812341,54.0,1.0,0.0,0.0,0.0,1.0,0.0
1824,0.0,8.9,7.6,47.8802087735,447.2632280358,438.5690722559,30.8153928949,-0.1431947507,0.1578549794973163,175.409659,-0.2072872,59.0,0.0,1.0,1.0,0.0,1.0,0.0
1825,0.0,32.6,5.9,33.6238905246,135.9685207347,97.8700384468,2.0,0.2155559384,-0.18173086334156469,161.640418,-0.2975412,59.0,0.0,0.0,1.0,0.0,0.0,1.0
1826,0.0,21.2,12.8,43.8490969028,9887.2062929517,153.3827250226,2.0,0.0797323693,0.0033606432184737287,225.430674,-0.3191849,59.0,0.0,0.0,0.0,1.0,1.0,0.0
1827,1.0,7.0,6.3,12.3680345506,59.3448302902,48.2609688166,42.1402649587,0.3091236132,0.2383900220734287,149.511972,0.0927987,77.0,1.0,0.0,0.0,0.0,1.0,0.0
1828,0.0,24.1,16.8,18.7592286643,276.6459395977,467.2343803334,30.9332483763,-0.1172421781,0.15356048513562384,228.794545,0.3426374,59.0,0.0,0.0,1.0,0.0,0.0,1.0
1829,0.0,14.3,8.1,41.2069092083,316.8612543842,45.8775158278,2.0,-0.0554541163,0.2749155292410944,159.128606,-0.0082508,59.0,0.0,0.0,1.0,0.0,1.0,0.0
1830,1.0,6.4,6.1,46.962801408,243.547936907,397.1456007457,32.2045563216,-0.0553063134,0.1301206409739947,218.468941,0.2769737,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1831,0.0,10.8,11.3,46.8051058733,436.5635349314,251.6158254397,2.0,0.2962764317,0.15853460070488176,198.825568,0.2871522,59.0,0.0,0.0,0.0,1.0,1.0,0.0
1832,0.0,23.6,7.9,9639.7921990534,155.1708982651,159.4108234399,13.5275276284,0.5628522349,-0.35238392705637983,126.681493,-0.1095079,59.0,0.0,1.0,1.0,0.0,1.0,0.0
1833,0.0,22.6,6.8,36.300459063,174.1742264134,183.5446925827,11.0686695063,0.7110547699,0.10693605432565828,-9949.735833,1.0207015,59.0,0.0,0.0,1.0,0.0,1.0,0.0
1834,0.0,21.6,6.1,28.7560051168,301.704921863,221.9925946559,2.0,-0.359178872,0.11527080649877902,167.982827,-0.1133654,59.0,0.0,0.0,0.0,0.0,1.0,1.0
1835,2.0,7.9,6.0,16.8718978843,187.1091765539,167.4163729547,39.3143752566,-0.1511331549,0.11453798851719557,228.295698,-0.4924898,59.0,1.0,0.0,0.0,0.0,1.0,0.0
1836,1.0,21.4,7.0,25.8709790231,324.528130813,252.3012790202,17.8236700368,-0.018921049,0.1959372030580901,-9656.489074,-0.3400523,59.0,1.0,0.0,0.0,0.0,0.0,1.0
1837,0.0,14.3,9.9,32.1707851686,291.7981244618,140.163265831,16.5378773318,-0.2053157389,0.23534756770515203,197.909832,-0.1320253,59.0,0.0,0.0,1.0,0.0,0.0,1.0
1838,0.0,11.5,15.7,16.3023684221,109.1662580546,207.1896129453,5.443116243,-0.0542942986,0.07960692444274065,175.205156,-0.1137956,59.0,0.0,0.0,1.0,0.0,1.0,0.0
1839,1.0,10.1,8.7,14.4868222652,135.0842539083,22.6021838148,20.874587783,-0.0348798837,-0.11595812896277305,272.826869,0.1819057,51.0,0.0,0.0,0.0,0.0,1.0,0.0
1840,1.0,10.1,4.2,27.0487609976,255.8817252093,17.4904707842,13.3764225688,-0.3983953459,0.15693463686514758,317.236585,-0.1515268,77.0,1.0,0.0,0.0,0.0,1.0,0.0
1841,2.0,24.3,16.2,46.4727266702,254.9844141786,167.9300804686,26.9907168277,0.0074829712,0.17557617660673094,142.841467,-0.143865,51.0,1.0,0.0,0.0,1.0,0.0,1.0
1842,0.0,22.0,6.4,36.5115285891,213.1199813715,339.184980529,5.5031948133,-0.1336060996,0.2384599439962652,294.401557,-0.0851687,59.0,0.0,0.0,1.0,0.0,0.0,1.0
1843,0.0,11.0,8.6,9434.0091838307,428.6634663214,220.0645445721,22.604113187,0.1214212321,0.0054087157489899965,127.830679,0.3704093,59.0,0.0,0.0,1.0,0.0,1.0,0.0
1844,0.0,12.3,6.7,16.9545832945,81.9831966059,114.0659840553,2.0,-0.0126125008,-0.05106776727867534,240.353608,0.0836934,59.0,0.0,0.0,1.0,0.0,0.0,1.0
1845,0.0,18.6,4.9,25.2802056911,110.9903937921,50.6241006765,2.0,-0.1247636037,0.18726756616225002,106.326642,-0.6540271,59.0,0.0,0.0,1.0,0.0,0.0,1.0
1846,2.0,10.2,3.6,34.6867913276,71.2655979153,99.3847835517,37.6624928174,0.2308287145,0.0930264200029696,237.264374,-0.5844551,13.0,0.0,1.0,0.0,0.0,1.0,0.0
1847,0.0,8.1,6.9,40.212047966,486.0743995538,505.9465023227,18.7359222915,-0.1381896526,0.0021172708777254566,199.928458,-0.562472,59.0,0.0,1.0,0.0,0.0,1.0,0.0
1848,0.0,10.9,12.1,24.9610003092,351.650053968,235.4262350532,13.5607298032,0.0568795504,0.13310177121956945,156.026492,-0.2126563,59.0,0.0,0.0,0.0,1.0,1.0,0.0
1849,2.0,7.5,9.5,33.5709012047,129.3714221516,173.3427725643,15.2149668822,0.2790376044,-0.10440179034372299,299.524911,0.7919103,78.0,1.0,0.0,0.0,0.0,1.0,0.0
1850,2.0,8.7,5.2,18.774657744,222.1032918981,354.596203908,24.2835892487,0.4704624638,-0.004782239564331749,146.000508,-0.0867713,52.0,1.0,0.0,0.0,0.0,1.0,0.0
1851,0.0,20.6,12.3,37.3648903126,96.2973555646,66.9727342405,7.9727893822,-0.0965800503,-0.3126698513005346,171.929608,-0.0868653,59.0,0.0,0.0,1.0,1.0,1.0,0.0
1852,1.0,4.6,4.6,46.5663254584,327.7432995749,234.2391958106,31.0298957665,0.0312227568,0.057126450904019646,199.992098,0.1486542,75.0,1.0,0.0,0.0,0.0,1.0,0.0
1853,0.0,8.6,6.9,40.9798570641,159.4102682917,217.5630077738,26.4351206104,-0.0136069193,0.21563747189776056,69.241879,0.3861474,59.0,0.0,0.0,1.0,0.0,1.0,0.0
1854,0.0,24.1,23.6,64.8556101487,267.555569407,9999.0,2.0,0.0365444109,0.12888797891016418,-9813.585009,0.0051859,59.0,0.0,0.0,1.0,0.0,0.0,1.0
1855,0.0,26.2,12.4,29.1586854346,154.4019750698,290.616138417,2.2445457272,-0.2040227352,0.00450665949998777,240.736668,-0.0641584,59.0,0.0,0.0,1.0,0.0,1.0,0.0
1856,0.0,7.6,12.2,41.8795262095,617.3550004328,431.8622891336,32.1584131879,0.1204068403,-0.12266352930916219,254.2831,-0.0484257,59.0,0.0,0.0,1.0,0.0,1.0,0.0
1857,0.0,12.0,13.7,21.5094073263,382.9518279722,151.8250791905,9.7866844683,-0.1611987911,-0.22028274811137097,229.716298,1.2394217,59.0,0.0,0.0,0.0,0.0,0.0,1.0
1858,0.0,8.5,13.4,23.2274700211,606.8652701063,213.7590205302,8.8131922572,0.2740626879,0.07339862809528618,258.362338,-0.1031464,59.0,0.0,1.0,0.0,0.0,1.0,0.0
1859,0.0,15.7,11.5,20.9874390097,199.2864841626,70.4677296931,16.7749271448,0.0123973631,0.30017393323952424,-9999.0,-0.3968046,59.0,0.0,0.0,1.0,0.0,0.0,1.0
1860,1.0,9.4,5.4,8.9622162819,122.3154363237,171.6443701616,8.0206288843,-0.1660984922,0.29406031764724017,223.758517,0.7655979,12.0,1.0,0.0,0.0,0.0,1.0,0.0
1861,0.0,5.9,9.3,41.4325232085,196.7422362917,441.1549196855,3.9770041735,0.0361621689,0.11572479097037656,-9999.0,0.0709727,13.0,0.0,1.0,0.0,0.0,1.0,0.0
1862,0.0,7.9,6.6,9999.0,537.623610048,159.6416906069,9.670723036,0.1588253581,0.2979316128471009,-9964.255623,-0.187903,59.0,0.0,1.0,1.0,0.0,1.0,0.0
1863,0.0,13.5,12.2,44.559974052,409.1901917545,9999.0,21.8181861062,-6.11488e-05,0.056358128834916865,196.130273,0.0616047,59.0,0.0,0.0,1.0,0.0,1.0,0.0
1864,1.0,3.8,3.5,25.199454841,345.6266531929,12.9161671859,24.7749142743,0.2224951763,0.023248666117819266,359.774,0.2683354,22.0,1.0,0.0,0.0,0.0,1.0,0.0
1865,1.0,8.2,3.3,32.3512699251,507.6607950635,211.2811703658,44.48464017,0.4043045513,-0.1010021165985362,190.2404,0.6444294,19.0,1.0,0.0,0.0,0.0,1.0,0.0
1866,0.0,10.4,2.4,42.8897435782,307.5070795274,266.8585788639,4.8504703988,0.4449641871,-0.02269269463302534,212.286191,0.0390479,59.0,0.0,0.0,1.0,0.0,1.0,0.0
1867,0.0,8.9,15.1,41.3846839512,653.0018667854,614.2104873105,2.0,0.1552954225,-0.06526804816202642,100.97074,0.0921594,59.0,0.0,0.0,1.0,0.0,1.0,0.0
1868,0.0,8.4,4.8,43.0328554774,86.2332168297,145.2013671732,5.7943320305,-0.0137764657,-0.13577264444927634,87.552357,-0.1060826,59.0,0.0,1.0,1.0,0.0,1.0,0.0
1869,0.0,6.2,3.1,18.3684090071,170.5484805989,484.2843820554,36.3186328052,0.0639938043,-0.09067452246105019,77.155576,0.0232259,59.0,0.0,0.0,1.0,0.0,1.0,0.0
1870,1.0,10.0,5.7,30.9922455161,210.6332925528,178.1831825109,21.2659431892,0.4800580667,0.0835600339182922,359.774,-0.1545301,18.0,1.0,0.0,0.0,0.0,0.0,1.0
1871,0.0,9.2,28.3,50.7596333824,320.0486525561,435.2899777526,8.2387262564,0.0029560349,-0.355249374319665,117.01532,-0.0223389,59.0,0.0,1.0,1.0,0.0,1.0,0.0
1872,0.0,16.2,7.1,24.4928441672,398.0975042625,455.3228223963,26.0176478622,0.0481151257,0.1285933550172413,255.730327,-0.6139095,59.0,0.0,0.0,1.0,0.0,0.0,0.0
1873,1.0,7.4,6.4,5.3606785957,133.4599334793,27.0065119412,18.3135976548,0.1653069504,0.14596357441426416,161.221275,-0.2016118,15.0,1.0,0.0,0.0,0.0,1.0,0.0
1874,0.0,8.8,7.9,13.8695302024,73.279954345,80.0058271356,22.6741357389,-0.0075785146,-0.19701903780843105,59.555635,-0.5857753,42.0,0.0,0.0,0.0,0.0,0.0,1.0
1875,0.0,14.2,12.5,62.5969504788,454.3283262597,646.3517214811,17.9229011175,0.0594939293,-0.33841903651800337,259.09846,-0.0349425,59.0,0.0,0.0,1.0,0.0,1.0,0.0
1876,0.0,17.9,12.3,13.6216680202,166.5908303894,183.4123432241,2.0,0.5452325689,-0.3448302404150659,113.130259,0.0795619,54.0,0.0,0.0,0.0,0.0,0.0,1.0
1877,1.0,5.1,11.9,28.67841311,216.3251366265,207.1275374278,24.6218160764,0.3952534972,-0.23379265277013572,221.381274,-0.0796188,17.0,1.0,1.0,0.0,0.0,1.0,0.0
